method,converged,failure,converged_stages,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_linear_relative_residual,final_scaled_gradient,quadratic_objective,terminal_barrier_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index
direct,True,,3,34,37,0,0,0,0.0,3.0567651268221386e-07,-23.708672789055164,-23.39474044631646,0.9906322489564481,0.0,"[-0.9906322489564481,-0.9861877936631477,-0.9769916959720519,-0.951146039632137,-0.7548894893867196,0.7432375805531299,0.9078308952118584,0.9338067749660572,0.9406635112338478,0.9398680181654968,0.9333336225962093,0.920009231550722,0.8961380934310718,0.8532886711841513,0.7745430207079975,0.6375849876417407,0.45140670450619585,0.27278404838240633,0.13966199132119483,0.05336647993513975,0.002443398341184606,-0.02464085729170705,-0.03661520944457465,-0.03952744583816433,-0.03739755738610367,-0.032807074183228764,-0.027344447880745276,-0.02192849069056389,-0.017039611882472286,-0.012882245390049823,-0.009496235785467662,-0.006830947705359254,-0.004792773756749215,-0.0032741691771172123,-0.0021702406700234633,-0.0013872348745142683,-0.0008459724921201244,-0.0004823025926447716,-0.0002459460873789981,-9.859854993764048e-05,-1.181921028107849e-05,3.499666292876017e-05,5.641322745748841e-05,6.2460582018207e-05,5.984923401474607e-05,5.2917996014914956e-05,4.435347266994475e-05,3.572244211380787e-05,2.7856258235745347e-05,2.1121623382747064e-05,1.560637839243125e-05,1.124329630860703e-05,7.88975398296969e-06,5.37680839534123e-06,3.537664339177138e-06,2.222735851821663e-06,1.3063773705040822e-06,6.887798842224273e-07,2.9538179704802983e-07,7.533419958708072e-08]",damped_oscillator,60,1
certificate,True,,3,36,39,1872,17,0,0.046547373402038225,1.0295999937347935e-07,-21.364082349155137,-21.073415713326604,0.9918888504632906,0.0,"[-0.9918888504632906,-0.9889436591978383,-0.9837501571365432,-0.9731958131134015,-0.9451521877374203,-0.7917615104201381,0.4318859964914388,0.833247283295554,0.887620090524187,0.8998434697935123,0.8967520432814837,0.8819728054848146,0.8526718255950099,0.8008356818756228,0.7137033391784069,0.5838641357003872,0.4300794662771398,0.28789603939015,0.17742501900814767,0.0999720700444402,0.04916651754872641,0.01768573021275801,-0.0005633069105505528,-0.010126352960057212,-0.01422444152703086,-0.015063559181733766,-0.0141079295090384,-0.012295326728145668,-0.010199356574904889,-0.008148571325357918,-0.006311905236128839,-0.004758498372586643,-0.0034984876220626364,-0.0025099812819896527,-0.0017562464035817224,-0.0011961419803067212,-0.0007900244259484688,-0.00050271934368778,-0.00030467192304261083,-0.00017203107525828252,-8.616406302505429e-05,-3.2916167281579317e-05,-1.8047688019425502e-06,1.474626981474378e-05,2.2079836270119562e-05,2.3867509534663665e-05,2.256055917541573e-05,1.974049438959648e-05,1.6384055104279078e-05,1.3058498677937725e-05,1.0062081334585263e-05,7.5227414822091954e-06,5.465766713564727e-06,3.859023593236946e-06,2.642340896392573e-06,1.745954636637107e-06,1.1015712117011756e-06,6.48570422286512e-07,3.3711516523796276e-07,1.2940978521673255e-07]",damped_oscillator,60,2
cost_gated_certificate,True,,3,36,39,1872,17,0,0.046547373402038225,1.0295999937347935e-07,-21.364082349155137,-21.073415713326604,0.9918888504632906,0.0,"[-0.9918888504632906,-0.9889436591978383,-0.9837501571365432,-0.9731958131134015,-0.9451521877374203,-0.7917615104201381,0.4318859964914388,0.833247283295554,0.887620090524187,0.8998434697935123,0.8967520432814837,0.8819728054848146,0.8526718255950099,0.8008356818756228,0.7137033391784069,0.5838641357003872,0.4300794662771398,0.28789603939015,0.17742501900814767,0.0999720700444402,0.04916651754872641,0.01768573021275801,-0.0005633069105505528,-0.010126352960057212,-0.01422444152703086,-0.015063559181733766,-0.0141079295090384,-0.012295326728145668,-0.010199356574904889,-0.008148571325357918,-0.006311905236128839,-0.004758498372586643,-0.0034984876220626364,-0.0025099812819896527,-0.0017562464035817224,-0.0011961419803067212,-0.0007900244259484688,-0.00050271934368778,-0.00030467192304261083,-0.00017203107525828252,-8.616406302505429e-05,-3.2916167281579317e-05,-1.8047688019425502e-06,1.474626981474378e-05,2.2079836270119562e-05,2.3867509534663665e-05,2.256055917541573e-05,1.974049438959648e-05,1.6384055104279078e-05,1.3058498677937725e-05,1.0062081334585263e-05,7.5227414822091954e-06,5.465766713564727e-06,3.859023593236946e-06,2.642340896392573e-06,1.745954636637107e-06,1.1015712117011756e-06,6.48570422286512e-07,3.3711516523796276e-07,1.2940978521673255e-07]",damped_oscillator,60,2
interval_chebyshev,True,,3,34,37,21812,0,0,0.04317997263670829,7.971658715271741e-07,-21.364082273372375,-21.073415713328256,0.9918889383796808,0.0,"[-0.9918889383796808,-0.9889436609293922,-0.983750179935038,-0.9731958096921917,-0.9451523246438117,-0.7917595403708153,0.4318867792427109,0.8332485445898765,0.8876189111286973,0.8998429929523228,0.8967516772613624,0.8819721862519018,0.8526721957415232,0.8008357359588285,0.7137028608215578,0.5838641626543167,0.43007939411735047,0.2878959910187887,0.17742499737314615,0.09997208724707866,0.04916657462800188,0.017685818139935056,-0.0005631967270864375,-0.010126230079405158,-0.014224315188319705,-0.015063435526027022,-0.014107810172266979,-0.01229520942336676,-0.010199237160650639,-0.008148446470170849,-0.006311774744014038,-0.00475836646289198,-0.0034983628684757007,-0.002509875343726221,-0.001756171976789875,-0.0011961104985931297,-0.0007900439738059674,-0.0005027930958560394,-0.0003047972647959258,-0.0001721994420392815,-8.636147160118647e-05,-3.3124375076872464e-05,-2.0029668439371994e-06,1.4579370757829735e-05,2.1963726946505883e-05,2.3817670533083135e-05,2.2586608912141378e-05,1.9844975099484777e-05,1.6562063385334065e-05,1.329824634693057e-05,1.034632338906876e-05,7.830863978120924e-06,5.776219594683154e-06,4.1517362782613945e-06,2.900781548482164e-06,1.958580793182363e-06,1.2625487383693902e-06,7.577797028937984e-07,3.995864548519428e-07,1.5440812465081815e-07]",damped_oscillator,60,2
cg,True,,3,32,35,253,0,2,0.04988991612106521,2.923933321407894e-08,-21.364082190455928,-21.073415713328366,0.9918888521385562,0.0,"[-0.9918888521385562,-0.9889436664172788,-0.9837501729395478,-0.9731958454950929,-0.9451523603113805,-0.791760148254408,0.43188778646865755,0.8332482281788499,0.8876190198339824,0.8998431223542268,0.8967514598742166,0.8819723299817724,0.852671784673679,0.8008360448600854,0.713702577726627,0.5838631467137737,0.4300794666056639,0.28789648312676247,0.17742707990586282,0.0999714530356117,0.04916534398340671,0.017685707504906605,-0.0005627021164749911,-0.01012594294834169,-0.01422439912055174,-0.015063612563036208,-0.014107805662385087,-0.012294970782179952,-0.010198903357016011,-0.00814820757341455,-0.006311749059608564,-0.004758553207841434,-0.0034986666464101868,-0.0025101674573663538,-0.0017563506871802119,-0.001196135852527463,-0.0007899406168207914,-0.0005026284036980247,-0.0003046487965361674,-0.00017212551327033392,-8.638397913613223e-05,-3.322678859527147e-05,-2.141005442021369e-06,1.4460093356973592e-05,2.190956857745513e-05,2.3853581893133965e-05,2.2710384985003557e-05,2.0029429116597742e-05,1.6763337372370734e-05,1.3467294000467209e-05,1.0440394313651763e-05,7.822398433326915e-06,5.657608509403305e-06,3.935562025108332e-06,2.6161443021619457e-06,1.6447588463974957e-06,9.614888628491116e-07,5.068190052137528e-07,2.254876718424529e-07,6.938153559795895e-08]",damped_oscillator,60,2
direct,True,,3,33,36,0,0,0,0.0,3.9029564451844025e-07,-21.36408223229775,-21.073415713328764,0.9918888936408167,0.0,"[-0.9918888936408167,-0.9889436654528578,-0.9837501710494543,-0.9731958398689917,-0.9451523369905076,-0.7917596820333989,0.43188672911655734,0.8332483512826033,0.8876189788257786,0.899842993664196,0.896751673438089,0.881972171273074,0.8526721912466668,0.8008357368023672,0.7137029034153837,0.5838642041608513,0.43007943710097013,0.2878960376785614,0.1774250421502413,0.09997212768934173,0.049166608659839,0.017685842925347247,-0.000563182595936146,-0.010126226164442127,-0.014224319863487368,-0.0150634466218944,-0.014107825348747449,-0.012295226369444691,-0.010199253742799336,-0.008148460878848098,-0.006311785627243827,-0.004758373011930654,-0.0034983648274178425,-0.002509872937594594,-0.0017561657767313967,-0.0011961012593052318,-0.0007900324830997482,-0.00050278006940363,-0.0003047833049721896,-0.0001721850618548042,-8.634716805740727e-05,-3.3110724728096254e-05,-1.990711526669567e-06,1.458927772670191e-05,2.1970134635534625e-05,2.381931221842606e-05,2.2582244808421048e-05,1.983357583853901e-05,1.6543004456818e-05,1.3271478819683136e-05,1.0312488065252712e-05,7.79132280580553e-06,5.7329896496702386e-06,4.10732567943249e-06,2.8579411340873216e-06,1.919998213722106e-06,1.2305210061114796e-06,7.339046861173257e-07,3.8451281738198083e-07,1.4767688739884576e-07]",damped_oscillator,60,2
certificate,True,,3,36,39,2072,16,0,0.04986263802491442,5.1326954696582855e-08,-18.097410670941915,-17.85037681301482,0.9911963099369687,0.0,"[-0.9911963099369687,-0.988583991979943,-0.9843118908468794,-0.976663056294204,-0.9608318156118428,-0.9180271409154446,-0.7070497984269255,0.16878340446681778,0.6439785603629304,0.7530105483860275,0.7735952405488965,0.7583404153289717,0.7157115090796493,0.6452247314738812,0.5490557505292767,0.43861987493321714,0.3306291991307538,0.23745007612078847,0.1636747121124624,0.10855062345587682,0.0690528995731825,0.041712024207836096,0.023400916006714845,0.011573097229442128,0.004265773628135285,1.9796039428193537e-05,-0.0022190287898027133,-0.003192618350315762,-0.0034092867010549806,-0.0032070717572465443,-0.0028029339794506344,-0.002329913703541143,-0.0018644935829369594,-0.0014462623906249044,-0.0010916984859845433,-0.0008035761325996782,-0.0005771927221666231,-0.0004043431717285435,-0.00027573861611352585,-0.0001823810648438312,-0.00011626047957299658,-7.063021049087696e-05,-4.0034762899642856e-05,-2.0204547790566388e-05,-7.89038632408541e-06,-6.817143810379573e-07,3.1668445658512043e-06,4.8883349067829876e-06,5.331268664666693e-06,5.062379800632376e-06,4.446711593213922e-06,3.7084316613492998e-06,2.9759686053585473e-06,2.3148107537997674e-06,1.7508399196100049e-06,1.286543863649614e-06,9.119504161107775e-07,6.117007909436929e-07,3.6934675597169183e-07,1.697131662263604e-07]",damped_oscillator,60,3
cost_gated_certificate,True,,3,36,39,2091,15,0,0.0498626380080921,5.13269546149314e-08,-18.09741067094192,-17.850376813014822,0.9911963099369687,0.0,"[-0.9911963099369687,-0.988583991979943,-0.9843118908468794,-0.9766630562942041,-0.9608318156118428,-0.9180271409154451,-0.7070497984269251,0.16878340446681864,0.6439785603629319,0.7530105483860284,0.7735952405488974,0.7583404153289699,0.7157115090796491,0.6452247314738766,0.5490557505292806,0.43861987493320387,0.33062919913076527,0.23745007612079838,0.16367471211246495,0.1085506234558635,0.06905289957317973,0.0417120242078351,0.02340091600672009,0.011573097229433338,0.004265773628142014,1.97960394366108e-05,-0.0022190287898048145,-0.00319261835031655,-0.0034092867010565276,-0.0032070717572479034,-0.002802933979451243,-0.0023299137035424477,-0.0018644935829351499,-0.0014462623906252242,-0.001091698485984586,-0.0008035761326003371,-0.0005771927221653352,-0.0004043431717282748,-0.00027573861611212815,-0.00018238106484634302,-0.00011626047957499234,-7.06302104887328e-05,-4.0034762905058805e-05,-2.020454778580424e-05,-7.89038632833651e-06,-6.817143740051979e-07,3.1668445694977713e-06,4.888334904119384e-06,5.331268662744958e-06,5.0623797998461615e-06,4.446711590118775e-06,3.7084316628635474e-06,2.9759686051308644e-06,2.314810754908716e-06,1.7508399193234864e-06,1.2865438635049524e-06,9.119504164286834e-07,6.117007909918831e-07,3.693467556565967e-07,1.6971316618167568e-07]",damped_oscillator,60,3
interval_chebyshev,True,,3,34,37,20733,0,0,0.044058305263570956,2.686652118578047e-06,-18.09741093016333,-17.850376813009106,0.9911966201160949,0.0,"[-0.9911966201160949,-0.9885839995496909,-0.9843118956987246,-0.9766630642623383,-0.9608318211984681,-0.9180272187640168,-0.7070482267354984,0.16878380336689067,0.6439789210405961,0.7530085571342412,0.773594832608019,0.7583402048465328,0.7157115656180176,0.6452249135144704,0.5490558793901125,0.4386200212026634,0.3306293742869858,0.2374502608762563,0.1636748866944208,0.1085507678188076,0.06905299368298419,0.041712055779400514,0.023400882745016265,0.01157300692590361,0.00426564338666624,1.9649527408603184e-05,-0.0022191658109978712,-0.0031927229116460883,-0.003409342632592969,-0.003207072002986567,-0.0028028809662968565,-0.002329817982337309,-0.0018643712768590351,-0.0014461321174366383,-0.0010915783762620122,-0.0008034813977760984,-0.0005771340093216661,-0.000404325746414949,-0.0002757622828127445,-0.00018244067718733504,-0.00011634688905367686,-7.073152411500812e-05,-4.01377966628916e-05,-2.0296361750822226e-05,-7.959767306917404e-06,-7.204505396214856e-07,3.163059051979479e-06,4.919502289612218e-06,5.393273160242083e-06,5.1477439784112565e-06,4.545812112811199e-06,3.8109772041043556e-06,3.0724914862008663e-06,2.3979209523245522e-06,1.8160386455853414e-06,1.3324838151374101e-06,9.401421879922249e-07,6.257750870198235e-07,3.740660287580305e-07,1.699661281510679e-07]",damped_oscillator,60,3
cg,True,,3,32,35,242,0,1,0.0496368287624122,2.846742775487958e-07,-18.097411150334246,-17.850376812938617,0.9911963062940773,0.0,"[-0.9911963062940773,-0.9885839905897638,-0.9843118888132025,-0.9766630470638014,-0.9608317697079205,-0.9180272404063945,-0.7070551424581086,0.1687832886000638,0.6439813308918056,0.7530057793824044,0.7736029845485836,0.7583415748479306,0.7157171061645289,0.645224883113485,0.549066654092242,0.43859957441220837,0.33062405955894086,0.23746309200176013,0.1636727360679852,0.10853535510162514,0.06904305814229388,0.04171557977398465,0.023412821677124544,0.011584543695313277,0.004271242398992425,1.87426468225644e-05,-0.002223874600960588,-0.003197770871001903,-0.003412314370337473,-0.003207258632497518,-0.0028010141520077624,-0.002327342512253974,-0.0018626867846940306,-0.0014460754791474847,-0.001093240668500348,-0.0008063171205474636,-0.0005802467377915535,-0.00040679909507168084,-0.00027693058294796236,-0.0001820392178876784,-0.00011452889062275026,-6.797600259520736e-05,-3.709343659146921e-05,-1.7611244473681684e-05,-6.138824489867607e-06,-3.709905889431327e-08,2.6921370595839995e-06,3.502755843164141e-06,3.392613372701945e-06,2.9882196523102624e-06,2.627393712112849e-06,2.4386798051455994e-06,2.4144616683888235e-06,2.4741856837562215e-06,2.5147328818036183e-06,2.4463561811531615e-06,2.214239554073382e-06,1.807217351945051e-06,1.2562311880288626e-06,6.255828006980846e-07]",damped_oscillator,60,3
direct,True,,3,28,31,0,0,1,0.0,1.8485841527696487e-08,-18.097410600453486,-17.850376813015444,0.9911963069877022,0.0,"[-0.9911963069877022,-0.9885839941600599,-0.984311896822414,-0.9766630657052159,-0.960831831870709,-0.9180273557782236,-0.7070483468030404,0.16878379887751366,0.6439788953179977,0.7530086619684556,0.7735948664115171,0.7583402180197412,0.7157115880308881,0.6452249233033002,0.5490558853809665,0.4386200227553881,0.33062937183861413,0.23745025493325625,0.16367487804904962,0.10855075807900733,0.06905298433047843,0.04171204822055675,0.023400878244683624,0.011573006238726884,0.00426564649908227,1.9655674198161696e-05,-0.0022191579336080193,-0.003192714865255787,-0.0034093359738320886,-0.003207068071290523,-0.0028028807237612677,-0.002329821899344072,-0.001864379262479493,-0.0014461435016350887,-0.0010915919545305102,-0.0008034955457351029,-0.000577146864936983,-0.00040433544507358375,-0.000275767218014138,-0.00018243975103492382,-0.00011633971455079969,-7.071854508984008e-05,-4.0120302392815624e-05,-2.0276387092418436e-05,-7.939886664334905e-06,-7.034889602843835e-07,3.174361601537512e-06,4.922830369880354e-06,5.38703490131924e-06,5.1312901511791295e-06,4.519545826568739e-06,3.7763387250727304e-06,3.0318176801794406e-06,2.3541944589879363e-06,1.7725546407566143e-06,1.2924717711026495e-06,9.063848728291491e-07,6.002669873732418e-07,3.577485449648785e-07,1.625680563075111e-07]",damped_oscillator,60,3
certificate,True,,3,24,27,1725,2,2,0.04498193351956928,1.8777364452520858e-07,-15.819626209870169,-15.620659810771778,0.9868639484577328,0.0,"[-0.9868639484577328,-0.9836889564830339,-0.9786525945658953,-0.9701334235119161,-0.9541991615998623,-0.9191727574749994,-0.8181971461632006,-0.4658040803468865,0.04745099899176879,0.33042007687589925,0.43640216978439333,0.4562416099177227,0.43161788137132584,0.38249767659469536,0.3218229672297213,0.2592252248235868,0.20121751291551207,0.1512800716989289,0.11053059906180933,0.07860710370573282,0.0544064650196816,0.03657248495932238,0.023769845694207318,0.014814588412377816,0.008720390086724122,0.00470005105327848,0.002145688197252106,0.0006007853439770981,-0.0002689059217817351,-0.0007021545239609665,-0.0008652575955622344,-0.000870896565034327,-0.0007930491159533798,-0.0006784376222050962,-0.0005550900091630354,-0.0004385847098857835,-0.0003364958627704721,-0.0002514777349623981,-0.00018334598077197396,-0.0001304372912725242,-9.046278664267551e-05,-6.101562123346951e-05,-3.984944297330033e-05,-2.501041085638253e-05,-1.4879898613077478e-05,-8.166223081579098e-06,-3.870272497057285e-06,-1.2405112209968776e-06,2.7354025015941447e-07,1.0644386696434993e-06,1.404295371860752e-06,1.4759102321555184e-06,1.3977538402317197e-06,1.2434220134327122e-06,1.0563504702746888e-06,8.605923112458717e-07,6.684035700237108e-07,4.852988074632424e-07,3.1315470244486724e-07,1.5186614466425423e-07]",damped_oscillator,60,4
cost_gated_certificate,True,,3,24,27,1743,1,2,0.04498193351824854,1.8777364433939115e-07,-15.819626209870169,-15.620659810771777,0.9868639484577328,0.0,"[-0.9868639484577328,-0.9836889564830339,-0.9786525945658953,-0.9701334235119161,-0.9541991615998623,-0.9191727574749993,-0.8181971461632052,-0.46580408034688187,0.04745099899178044,0.3304200768758925,0.43640216978439117,0.4562416099177217,0.43161788137132706,0.3824976765946914,0.3218229672297157,0.25922522482359156,0.20121751291551176,0.1512800716989254,0.11053059906181577,0.07860710370573512,0.05440646501968788,0.03657248495931812,0.023769845694205663,0.014814588412383064,0.008720390086715381,0.0047000510532674705,0.002145688197260193,0.000600785343985088,-0.0002689059217792632,-0.0007021545239699769,-0.0008652575955578675,-0.0008708965650328862,-0.0007930491159578978,-0.0006784376222022625,-0.0005550900091630916,-0.00043858470988541326,-0.00033649586277297955,-0.00025147773496550854,-0.00018334598077430927,-0.00013043729126318345,-9.046278664124933e-05,-6.101562123237275e-05,-3.9849442976330765e-05,-2.5010410854574316e-05,-1.4879898619215407e-05,-8.16622307985125e-06,-3.870272494347753e-06,-1.240511226159581e-06,2.7354025258531667e-07,1.0644386702386844e-06,1.4042953705768294e-06,1.4759102347503429e-06,1.3977538410202629e-06,1.2434220130832891e-06,1.056350469334689e-06,8.605923111666186e-07,6.684035695493135e-07,4.852988075754137e-07,3.131547024661767e-07,1.5186614467427622e-07]",damped_oscillator,60,4
interval_chebyshev,True,,3,24,27,1795,0,2,0.0449819335194603,1.877736444842158e-07,-15.819626209870169,-15.620659810771777,0.9868639484577328,0.0,"[-0.9868639484577328,-0.9836889564830339,-0.9786525945658953,-0.9701334235119162,-0.9541991615998624,-0.9191727574749989,-0.8181971461632049,-0.46580408034688175,0.0474509989917713,0.33042007687590186,0.4364021697843892,0.4562416099177212,0.4316178813713286,0.38249767659469575,0.3218229672297212,0.25922522482358806,0.2012175129155079,0.1512800716989146,0.11053059906181874,0.07860710370573792,0.05440646501968936,0.03657248495931547,0.023769845694206114,0.01481458841237269,0.008720390086732185,0.0047000510532809025,0.002145688197242517,0.0006007853439852192,-0.000268905921778654,-0.0007021545239670418,-0.0008652575955627138,-0.000870896565032822,-0.0007930491159553497,-0.0006784376222047431,-0.0005550900091634653,-0.0004385847098847419,-0.0003364958627723058,-0.00025147773496040135,-0.0001833459807747054,-0.00013043729126944803,-9.046278664454802e-05,-6.1015621231011075e-05,-3.984944297268599e-05,-2.5010410855246132e-05,-1.48798986144389e-05,-8.166223083924834e-06,-3.870272493616617e-06,-1.240511223730914e-06,2.735402478498378e-07,1.0644386708464631e-06,1.4042953721376515e-06,1.475910232593737e-06,1.3977538404273152e-06,1.243422013503428e-06,1.0563504708796885e-06,8.605923109748398e-07,6.684035703307268e-07,4.852988074766479e-07,3.131547023871036e-07,1.5186614459330728e-07]",damped_oscillator,60,4
cg,True,,3,26,29,234,0,2,0.04997276645151256,1.3732074211440349e-08,-15.819626131696477,-15.620659810772047,0.9868639500630774,0.0,"[-0.9868639500630774,-0.9836889583111337,-0.9786526187263702,-0.970133205640173,-0.954199065564855,-0.9191726292502231,-0.8181971907358034,-0.46580441903462216,0.04745000774461181,0.3304203889580218,0.43640216940642845,0.45624183460810863,0.43161798933900025,0.3824977471412042,0.32182307013158623,0.259225392961315,0.20121775169388412,0.1512803439168204,0.11053085187926355,0.0786072766682411,0.05440649762900397,0.036572340310201026,0.023769529380058264,0.014814150021802096,0.00871991052618266,0.004699622558813197,0.0021453924545824154,0.0006006744846052385,-0.0002688209284765051,-0.0007019050610609574,-0.000864908037094011,-0.0008705273492697135,-0.0007927372730395142,-0.0006782400328533564,-0.0005550332905732584,-0.00043866331385191516,-0.00033667760639102253,-0.0002517142653852973,-0.000183584947059265,-0.00013063323494750802,-9.058468186158583e-05,-6.105019794909003e-05,-3.980054269331866e-05,-2.4895403165940572e-05,-1.472453064501808e-05,-7.999219718032233e-06,-3.7186791257966616e-06,-1.1263301303176708e-06,3.352843369489396e-07,1.066366658224313e-06,1.3463857584776774e-06,1.3645788020221681e-06,1.2445530713483538e-06,1.0635129416302513e-06,8.668216744804324e-07,6.786704312389183e-07,5.096197389847948e-07,3.617271466758792e-07,2.318936607385341e-07,1.139624798467937e-07]",damped_oscillator,60,4
direct,True,,3,28,31,0,0,1,0.0,6.672597755634381e-07,-15.819626837458207,-15.62065981076195,0.9868639587901382,0.0,"[-0.9868639587901382,-0.9836889872778213,-0.9786527156408705,-0.9701335800900055,-0.9542005112370532,-0.9191748430813276,-0.8181966397896154,-0.4658026669162228,0.04745214159922422,0.33042050646936805,0.4364022353876355,0.4562415478499581,0.4316177795695405,0.3824975709998262,0.3218228761165526,0.2592251553602092,0.201217461675661,0.15128002771275237,0.11053054854540947,0.07860703452307095,0.05440636979900731,0.03657236245330118,0.023769700655087114,0.0148144304033106,0.008720231604599815,0.004699905326755124,0.00214556701954764,0.0006006972624733403,-0.00026895680900085404,-0.0007021690143890843,-0.0008652410369293279,-0.0008708578027104162,-0.0007929989238427653,-0.0006783868856130413,-0.0005550479637118301,-0.00043855752746506653,-0.0003364858142677176,-0.00025148306023434967,-0.00018336147547135635,-0.00013045549854806437,-9.047558048487672e-05,-6.1015903604915425e-05,-3.9832660393945306e-05,-2.49756284182467e-05,-1.4830244999564172e-05,-8.108625411770828e-06,-3.8145168036320786e-06,-1.1977745365790107e-06,2.9245470249840076e-07,1.050882742534312e-06,1.3532890616016266e-06,1.3871407292815415e-06,1.2758914060694047e-06,1.0976851567990107e-06,8.993645124880095e-07,7.066904671021436e-07,5.316028302642496e-07,3.772323293660749e-07,2.4125114482574525e-07,1.180333039470462e-07]",damped_oscillator,60,4
certificate,True,,3,14,17,369,1,0,0.04010454462514756,1.8966558449338677e-06,-15.47740618782375,-15.354101463765094,0.9438634608097031,0.0,"[-0.9438634608097031,-0.9405511708504344,-0.9316897694999811,-0.9152464238825665,-0.8860345983615153,-0.8328334561368764,-0.7344950820060702,-0.5725299041656922,-0.3780751369678129,-0.21160142803359225,-0.0959195246700437,-0.024448299959013667,0.01565602455179273,0.03532347351901811,0.042403705476526145,0.042203675203381856,0.03818588114432609,0.03252688984905096,0.026526794882104958,0.02090332414239637,0.01600019352579224,0.011931767037294346,0.008680799487194706,0.006162279796962871,0.004263402249546868,0.002867210517697829,0.0018654327556043527,0.0011644295857951344,0.0006869634743488031,0.0003716044988613017,0.00017094773866838307,4.937143327749546e-05,-1.9237547065365457e-05,-5.356338193171488e-05,-6.664461601347236e-05,-6.7335465575186e-05,-6.146185457563072e-05,-5.270967166826737e-05,-4.3290126170133695e-05,-3.442670080397949e-05,-2.6703747242221995e-05,-2.0310584360138336e-05,-1.5208455258300792e-05,-1.1241661104737221e-05,-8.209000018627673e-06,-5.907415971237991e-06,-4.156479800916326e-06,-2.8098670555852646e-06,-1.7582195851278085e-06,-9.265253753696076e-07,-2.682839736431227e-07,2.418778980297972e-07,6.159070756537483e-07,8.594360254515062e-07,9.776711840919705e-07,9.79660493210491e-07,8.80759228609264e-07,7.03309124707221e-07,4.757164040319282e-07,2.3025243032147543e-07]",damped_oscillator,60,5
cost_gated_certificate,True,,3,21,24,744,2,0,0.046000109982212004,1.896655806964882e-06,-15.477406187823737,-15.354101463765092,0.9438634608094972,0.0,"[-0.9438634608094972,-0.9405511708507296,-0.9316897694998733,-0.9152464238824827,-0.8860345983614734,-0.8328334561369292,-0.7344950820061155,-0.5725299041656825,-0.3780751369678359,-0.21160142803360585,-0.09591952467006072,-0.024448299959065074,0.015656024551784557,0.03532347351901281,0.04240370547653722,0.04220367520339845,0.03818588114434722,0.03252688984906711,0.02652679488211201,0.020903324142395877,0.016000193525782407,0.011931767037277025,0.008680799487150108,0.0061622797969393345,0.004263402249499202,0.002867210517652235,0.001865432755553626,0.0011644295857598053,0.0006869634743054721,0.00037160449879161846,0.00017094773862091843,4.9371433224157745e-05,-1.9237547108828018e-05,-5.3563381972788674e-05,-6.664461604537362e-05,-6.73354656008229e-05,-6.146185459073207e-05,-5.27096716720428e-05,-4.329012616196286e-05,-3.4426700785953015e-05,-2.6703747214927646e-05,-2.031058432951489e-05,-1.5208455215441369e-05,-1.1241661060137892e-05,-8.20899997218179e-06,-5.907415932616285e-06,-4.15647975998264e-06,-2.809867022282106e-06,-1.7582195542258105e-06,-9.265253534124533e-07,-2.6828396058503325e-07,2.418779069833742e-07,6.159070777322588e-07,8.59436023780278e-07,9.776711791411849e-07,9.796604889563154e-07,8.807592232245977e-07,7.033091195903509e-07,4.757164003129589e-07,2.302524284084113e-07]",damped_oscillator,60,5
interval_chebyshev,True,,3,21,24,899,0,0,0.045718017693526986,1.8966558108283218e-06,-15.477406187823739,-15.354101463765092,0.9438634608095153,0.0,"[-0.9438634608095153,-0.9405511708507114,-0.9316897694998718,-0.9152464238824908,-0.8860345983614797,-0.8328334561369266,-0.7344950820061137,-0.5725299041656803,-0.3780751369678242,-0.2116014280336124,-0.09591952467005979,-0.024448299959063294,0.015656024551786538,0.035323473519017635,0.04240370547653141,0.04220367520339237,0.03818588114434031,0.03252688984906252,0.026526794882111942,0.02090332414240231,0.01600019352578362,0.011931767037277304,0.008680799487152313,0.006162279796932398,0.004263402249510732,0.0028672105176552106,0.0018654327555620118,0.0011644295857570846,0.0006869634743011179,0.0003716044988010732,0.00017094773862577647,4.937143322393234e-05,-1.9237547096893625e-05,-5.356338197941693e-05,-6.664461604383578e-05,-6.733546559836222e-05,-6.146185458876103e-05,-5.270967167325991e-05,-4.3290126164152775e-05,-3.442670079007976e-05,-2.670374721446405e-05,-2.0310584332390438e-05,-1.5208455222247763e-05,-1.1241661062513618e-05,-8.208999977462658e-06,-5.9074159377084966e-06,-4.156479764285766e-06,-2.8098670207021948e-06,-1.7582195623020943e-06,-9.26525357759316e-07,-2.6828395806160775e-07,2.418779017877944e-07,6.159070797872251e-07,8.594360246243378e-07,9.7767118179448e-07,9.79660487981948e-07,8.807592239559971e-07,7.033091199847735e-07,4.7571640064119266e-07,2.3025242856894902e-07]",damped_oscillator,60,5
