method,converged,failure,converged_stages,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_linear_relative_residual,final_scaled_gradient,quadratic_objective,terminal_barrier_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index
interval_chebyshev,True,,3,33,36,6441,0,0,0.046946927490772325,7.665632392649553e-07,-7.773135670241784,-7.5519284606138335,0.9704957314409591,0.0,"[0.9704957314409591,0.9248591383392266,0.16405919183961437,-0.8546901455069287,-0.9222334101793636,-0.9377689830272224,-0.9410549694859717,-0.9379172351341881,-0.9288533857176169,-0.9117750313251131,-0.8812471686247864,-0.825452664497201,-0.7225886094524485,-0.5558989387296382,-0.3603684089803713,-0.1954321942283291,-0.08217726674517285,-0.014831254690233234,0.017093613972806048,0.02103323742935899]",damped_oscillator,20,7
cg,True,,3,35,38,160,0,0,0.04808948459687324,4.9525867693462324e-08,-7.773135819979204,-7.5519284606158985,0.9704959758012341,0.0,"[0.9704959758012341,0.924859178504832,0.164061739852405,-0.8546901030676701,-0.9222333924265333,-0.9377692157182482,-0.9410550117574599,-0.9379173885050827,-0.9288531637515186,-0.9117750791069347,-0.8812474515108364,-0.825453163815813,-0.7225877593923509,-0.5558981904813093,-0.36036851544011095,-0.19543363405657044,-0.08217746756449697,-0.01482987300946796,0.017093985545933207,0.021033016485872393]",damped_oscillator,20,7
direct,True,,3,33,36,0,0,0,0.0,3.148425417689266e-07,-7.773135886571558,-7.551928460616007,0.97049611995764,0.0,"[0.97049611995764,0.9248590975876189,0.16406225601195487,-0.854690304667369,-0.9222334757583007,-0.937769222851774,-0.941055035997359,-0.9379173766869554,-0.9288531948733314,-0.9117750491531094,-0.8812474614019205,-0.8254528815475491,-0.7225879823993785,-0.5558988991968442,-0.36036852442769723,-0.1954324006556833,-0.08217750917099882,-0.014831491550145303,0.017093427752960712,0.021033137352672995]",damped_oscillator,20,7
certificate,True,,3,35,38,983,19,0,0.047534059851028855,9.219839535373412e-07,-18.140945831331678,-17.848105314283337,0.9861383980619514,0.0,"[-0.9861383980619514,-0.9762510343079887,-0.9454786720634033,-0.5369850328070445,0.8500289239376674,0.9298364764511619,0.946515664696038,0.9510420149310375,0.9500481764803147,0.9446591532590102,0.9339809734109565,0.9150937987107256,0.8813593342971618,0.8182667984652479,0.6994318930702282,0.5120104327315234,0.3093189029903568,0.15158787931039572,0.04937392150840738,-0.009750948311801162,-0.04000373899966353,-0.05221593632452812,-0.05381212462877914,-0.049668650628706554,-0.04288015668210387,-0.035323803884271185,-0.02806217470175805,-0.021628997180129523,-0.016228908833916277,-0.011873748182964865,-0.008472568311739523,-0.005888735873131432,-0.003974319894126627,-0.002589332045791805,-0.001611248350334432,-0.0009385969628851342,-0.0004911754558602607,-0.00020858424895714073,-4.8151378762521584e-05,1.7091676725620687e-05]",damped_oscillator,40,0
cost_gated_certificate,True,,3,35,38,983,19,0,0.047534059851028855,9.219839535373412e-07,-18.140945831331678,-17.848105314283337,0.9861383980619514,0.0,"[-0.9861383980619514,-0.9762510343079887,-0.9454786720634033,-0.5369850328070445,0.8500289239376674,0.9298364764511619,0.946515664696038,0.9510420149310375,0.9500481764803147,0.9446591532590102,0.9339809734109565,0.9150937987107256,0.8813593342971618,0.8182667984652479,0.6994318930702282,0.5120104327315234,0.3093189029903568,0.15158787931039572,0.04937392150840738,-0.009750948311801162,-0.04000373899966353,-0.05221593632452812,-0.05381212462877914,-0.049668650628706554,-0.04288015668210387,-0.035323803884271185,-0.02806217470175805,-0.021628997180129523,-0.016228908833916277,-0.011873748182964865,-0.008472568311739523,-0.005888735873131432,-0.003974319894126627,-0.002589332045791805,-0.001611248350334432,-0.0009385969628851342,-0.0004911754558602607,-0.00020858424895714073,-4.8151378762521584e-05,1.7091676725620687e-05]",damped_oscillator,40,0
interval_chebyshev,True,,3,35,38,13785,0,0,0.049892761982147246,8.709563101535362e-07,-18.140945401216207,-17.84810531429005,0.9861384209065639,0.0,"[-0.9861384209065639,-0.9762510810710602,-0.9454787516381751,-0.536980458403252,0.8500282618783406,0.9298362932135141,0.9465154385539342,0.9510420049980383,0.9500482088969805,0.9446591667733684,0.9339810756203314,0.9150931034698664,0.8813573574136842,0.8182632596849896,0.6994335197046335,0.5120126098253232,0.30932018801269484,0.15158836473806786,0.04937393610919896,-0.009751286509849008,-0.04000436453667568,-0.052216507019087866,-0.05381231960731085,-0.049668309212755286,-0.04287930214370539,-0.0353226202044963,-0.028060946949942257,-0.021628026332810923,-0.016228425750107137,-0.011873854017390032,-0.008473217941169994,-0.00588976459287149,-0.0039754997977333815,-0.002590437656504299,-0.001612111834292968,-0.0009391395821171389,-0.0004914107062680284,-0.0002085964390828383,-4.8059169656334624e-05,1.7175079029321977e-05]",damped_oscillator,40,0
cg,True,,3,34,37,210,0,0,0.0498663020281429,6.692225946448646e-08,-18.14094555893067,-17.84810531428965,0.986138623907696,0.0,"[-0.986138623907696,-0.9762510886565906,-0.9454788801165366,-0.5369799217288547,0.8500284180448607,0.929836304185217,0.9465154251833121,0.9510420093710813,0.9500482608531426,0.9446591818549287,0.9339811861677871,0.9150931456033377,0.8813577906569224,0.8182623819560442,0.699433060630968,0.5120107471442549,0.309318448627508,0.15159189524307903,0.04937451071921712,-0.009751597835431582,-0.04000326632073929,-0.05221540150571651,-0.05381231499939833,-0.04966912276863941,-0.04288007601886459,-0.03532277247826452,-0.028060464103176214,-0.021627303394384782,-0.016227940853257704,-0.01187390418009582,-0.008473814734327146,-0.0058906803947752825,-0.003976398886083675,-0.0025910180539153757,-0.0016122050869216227,-0.0009387466577577011,-0.0004906788037569381,-0.00020775712143327168,-4.735264584526598e-05,1.7567740634870504e-05]",damped_oscillator,40,0
direct,True,,3,34,37,0,0,0,0.0,3.1021110415489274e-07,-18.14094568965797,-17.84810531429119,0.9861386919743474,0.0,"[-0.9861386919743474,-0.9762510736243419,-0.9454787754625906,-0.5369813312419258,0.8500284696373676,0.9298363333480463,0.9465154559231667,0.9510420300933028,0.9500482622944549,0.9446592172627537,0.9339811275531733,0.9150931567121995,0.8813575779756241,0.8182633366573581,0.6994334973193029,0.5120126071710458,0.3093201914233457,0.15158836948265483,0.04937393664514683,-0.009751290168510115,-0.04000437389451636,-0.05221652145970837,-0.05381233640035356,-0.049668325061199295,-0.04287931418504196,-0.03532262634792344,-0.028060945888241085,-0.0216280174818723,-0.016228409214812695,-0.011873830576310293,-0.008473189000813761,-0.005889732069763102,-0.003975465918665929,-0.002590404701318211,-0.0016120818668141,-0.0009391142185157539,-0.0004913909581587974,-0.00020858264747895025,-4.805102291436788e-05,1.7178468953084048e-05]",damped_oscillator,40,0
certificate,True,,3,34,37,3613,15,0,0.04940569674371348,1.8505756999785138e-06,-18.289550955633416,-17.975618896593563,0.9906322168511789,0.0,"[-0.9906322168511789,-0.9861874094719322,-0.9769917477279544,-0.951146558975148,-0.7548885748936506,0.7432385191838496,0.9078311505597303,0.9338067192538665,0.9406634810932347,0.9398678968006422,0.9333334939058672,0.9200088996360085,0.8961378366189074,0.8532892968987665,0.7745430003763801,0.6375847267054318,0.4514062849257656,0.27278360039324423,0.1396615534815577,0.0533660955910988,0.0024431169374594525,-0.02464095236169981,-0.03661499883103793,-0.039526758700433096,-0.03739614868440818,-0.032804600441030694,-0.027340441297575395,-0.021922330893608444,-0.017030496737573234,-0.01286916572095708,-0.009477963397849854,-0.006806052170631773,-0.0047596916867155715,-0.003231361129735117,-0.002116486418994565,-0.0013221386679600784,-0.0007707771915829043,-0.0004011460853166514,-0.00016773544244643243,-3.9726365837672356e-05]",damped_oscillator,40,1
cost_gated_certificate,True,,3,34,37,3629,14,0,0.0494073786056535,1.91078319667449e-06,-18.289550946021436,-17.975618896593282,0.9906322169938915,0.0,"[-0.9906322169938915,-0.986187395888676,-0.9769917478409658,-0.9511465581028702,-0.7548885767428923,0.7432385185125204,0.9078311497238574,0.9338067190869882,0.9406634812161836,0.9398678972983628,0.9333334938895382,0.9200089009966056,0.8961378381187745,0.8532892938713891,0.7745429996853622,0.6375847271346893,0.45140628507455083,0.27278360088259496,0.13966155417155401,0.0533660964364743,0.0024431178818538186,-0.024640951422335473,-0.0366149979965978,-0.03952675803701206,-0.03739614822178857,-0.032804600182257636,-0.02734044123084247,-0.021922331001595304,-0.01703049700262997,-0.012869166126195836,-0.009477963925360532,-0.006806052798367458,-0.004759692385768536,-0.003231361863240982,-0.002116487143407743,-0.0013221393367575476,-0.0007707777608710482,-0.0004011465203638119,-0.00016773572394561558,-3.972649474813396e-05]",damped_oscillator,40,1
interval_chebyshev,True,,3,34,37,15790,0,0,0.04989625961654428,1.3454776545731833e-06,-18.289550983396147,-17.97561889659767,0.9906322328623566,0.0,"[-0.9906322328623566,-0.986187511079642,-0.9769917030062326,-0.9511461966704969,-0.7548891308302759,0.7432378104744769,0.9078309971305198,0.9338067750655598,0.9406635088828427,0.939867967757041,0.9333335871318145,0.9200090776477733,0.8961379103231181,0.853288954778804,0.7745429972074963,0.6375848006853234,0.45140645955397773,0.2727837709853823,0.13966172226169568,0.05336625330796158,0.0024432613061295383,-0.024640826165793175,-0.03661489230915102,-0.039526671867984454,-0.037396083149132724,-0.032804559625398834,-0.02734042859209906,-0.021922347505972783,-0.01703054041708516,-0.012869230735743925,-0.009478041556018207,-0.0068061343935840206,-0.004759769614252574,-0.0032314283643324494,-0.0021165392045781966,-0.001322175976927688,-0.0007708003247614949,-0.00040115796198811023,-0.00016773977750950386,-3.97269131044172e-05]",damped_oscillator,40,1
cg,True,,3,37,40,248,0,0,0.04788492049664568,5.133525378185693e-08,-18.289551128483254,-17.975618896599006,0.9906322025773412,0.0,"[-0.9906322025773412,-0.9861877955599273,-0.976991702005274,-0.9511460694415219,-0.7548898963328532,0.7432385812581243,0.9078307166157532,0.9338066748614603,0.9406634807879959,0.9398680016709572,0.9333335503568649,0.920009132286758,0.8961380116448899,0.853289001867956,0.7745425852575734,0.6375831504546394,0.45140792427273546,0.2727840594638494,0.13966553510025806,0.05336472577481548,0.0024412637095497514,-0.02464092736495693,-0.03661445259496661,-0.039526765593979565,-0.03739653636412691,-0.032804724394383165,-0.027339951607780896,-0.02192138896224356,-0.017029572679924422,-0.012868711950362538,-0.00947818253384348,-0.006806839521458764,-0.004760724833352685,-0.003232258873123414,-0.0021169585620717172,-0.0013220755509294462,-0.0007702627678232701,-0.0004004064682455373,-0.0001670499462001521,-3.933009026679008e-05]",damped_oscillator,40,1
direct,True,,3,34,37,0,0,0,0.0,4.5987385297470437e-07,-18.289551186300017,-17.97561889660025,0.9906322489338364,0.0,"[-0.9906322489338364,-0.9861877936501622,-0.9769916960400911,-0.9511460404138353,-0.754889516058618,0.7432375396054641,0.9078308868557656,0.9338067695683894,0.9406635061600647,0.9398680123665681,0.933333615001006,0.9200092203825968,0.8961380750805811,0.8532886376111832,0.7745429547733317,0.6375848674166862,0.4514065390079591,0.2727838760613912,0.13966184240930238,0.05336638205415835,0.0024433933618927734,-0.024640699995850505,-0.03661478006162546,-0.039526578790662674,-0.03739601231126195,-0.03280451265730359,-0.027340406019534653,-0.02192234879030409,-0.01703056390771507,-0.01286927367321633,-0.009478100180832382,-0.00680620415997319,-0.004759845483987719,-0.0032315051519090786,-0.002116611949320637,-0.0013222403206308022,-0.000770852872340737,-0.0004011965983496546,-0.00016776391002901948,-3.973760971703705e-05]",damped_oscillator,40,1
certificate,True,,3,34,37,5904,13,0,0.049453102800628666,1.2385622750729178e-06,-16.885437155124283,-16.594770336295223,0.9918888749758891,0.0,"[-0.9918888749758891,-0.9889437931810965,-0.9837501963503744,-0.9731965143610163,-0.9451519800469498,-0.7917586754832517,0.4318873664584011,0.8332491227055239,0.8876188006095244,0.8998429911787077,0.8967517413245655,0.8819719759645049,0.8526727656530312,0.800835894676863,0.7137029746943432,0.5838640809962095,0.4300792643623131,0.28789583365753496,0.17742481731290508,0.0999718935753132,0.04916637913822642,0.017685647676290432,-0.0005632963915990336,-0.010126184173270351,-0.014224006989235193,-0.01506269260428606,-0.014106388010785021,-0.0122927699995584,-0.01019532135338168,-0.00814244105967758,-0.006302876989530896,-0.004745551975742181,-0.003480366226034593,-0.002485198263547544,-0.0017231416753897273,-0.0011530220074047286,-0.0007354357026527109,-0.00043592593675134813,-0.00022643514570597025,-8.582444849797946e-05]",damped_oscillator,40,2
cost_gated_certificate,True,,3,34,37,5904,13,0,0.049453102800628666,1.2385622750729178e-06,-16.885437155124283,-16.594770336295223,0.9918888749758891,0.0,"[-0.9918888749758891,-0.9889437931810965,-0.9837501963503744,-0.9731965143610163,-0.9451519800469498,-0.7917586754832517,0.4318873664584011,0.8332491227055239,0.8876188006095244,0.8998429911787077,0.8967517413245655,0.8819719759645049,0.8526727656530312,0.800835894676863,0.7137029746943432,0.5838640809962095,0.4300792643623131,0.28789583365753496,0.17742481731290508,0.0999718935753132,0.04916637913822642,0.017685647676290432,-0.0005632963915990336,-0.010126184173270351,-0.014224006989235193,-0.01506269260428606,-0.014106388010785021,-0.0122927699995584,-0.01019532135338168,-0.00814244105967758,-0.006302876989530896,-0.004745551975742181,-0.003480366226034593,-0.002485198263547544,-0.0017231416753897273,-0.0011530220074047286,-0.0007354357026527109,-0.00043592593675134813,-0.00022643514570597025,-8.582444849797946e-05]",damped_oscillator,40,2
interval_chebyshev,True,,3,34,37,18377,0,0,0.04990250979292079,5.040555710468853e-07,-16.885436839365184,-16.5947703363008,0.9918888575014626,0.0,"[-0.9918888575014626,-0.9889437339776476,-0.9837501772960463,-0.97319580804058,-0.9451522866459485,-0.791759571956581,0.4318867610763936,0.8332484622740111,0.887618934693292,0.8998429890865183,0.8967516743402258,0.8819721418159611,0.8526722646060353,0.800835752004635,0.7137028829182483,0.5838641377766342,0.430079337436547,0.2878959124425142,0.17742489940609035,0.09997197574298751,0.04916646138938407,0.017685726468063927,-0.0005632240364745714,-0.010126121525390195,-0.014223959237756016,-0.01506266593634244,-0.014106387023448899,-0.012292795336944046,-0.010195368769855172,-0.008142502144204176,-0.006302941104779449,-0.004745608673809142,-0.003480407425821311,-0.0024852196854902703,-0.0017231433076944987,-0.0011530076366036617,-0.0007354117307280233,-0.0004358998094575898,-0.00022641373637960626,-8.581269506961848e-05]",damped_oscillator,40,2
cg,True,,3,30,33,222,0,1,0.0489315415101368,1.4947799987289557e-07,-16.885436589631155,-16.594770336294523,0.9918888520661471,0.0,"[-0.9918888520661471,-0.9889436659085762,-0.9837501590706028,-0.9731958450823239,-0.9451523503709057,-0.7917579843448115,0.4318853960966957,0.8332489384036208,0.8876182191716407,0.8998431892584634,0.8967512779006008,0.8819726152136405,0.8526721359887763,0.8008351046979688,0.7137007953330669,0.5838617945684214,0.43007957573695244,0.2878978581684612,0.177432034395469,0.09997124897601223,0.049164004875331895,0.017686561834890605,-0.0005608972699517636,-0.010125364850239502,-0.01422567093665034,-0.015065757184423312,-0.014109234594161947,-0.01229434546273216,-0.010195455132098573,-0.008141591573404711,-0.006301684366388034,-0.004744482357418857,-0.0034795682096251316,-0.002484555187098212,-0.001722431090818681,-0.0011520825797839956,-0.0007342702172750436,-0.00043471175638861315,-0.00022544981552377578,-8.531203319126607e-05]",damped_oscillator,40,2
direct,True,,3,33,36,0,0,0,0.0,5.740705790035524e-07,-16.885436832981444,-16.59477033630092,0.991888893625233,0.0,"[-0.991888893625233,-0.9889436654311687,-0.9837501710195972,-0.9731958398372595,-0.9451523370738131,-0.7917596859127836,0.4318867016316861,0.8332483440204974,0.8876189740997147,0.8998429889400001,0.8967516675762358,0.8819721628449355,0.8526721776021667,0.8008357125877407,0.7137028591782744,0.5838641305002867,0.430079334716898,0.28789591433828826,0.17742490471640607,0.09997198358959763,0.04916647109034181,0.017685736614884564,-0.0005632145499718188,-0.010126113442644774,-0.01422395322470797,-0.015062662608824485,-0.014106386754250178,-0.012292798056834283,-0.01019537390342704,-0.008142508708998726,-0.006302947925809443,-0.004745614636127588,-0.0034804116930544017,-0.002485221836273918,-0.0017231433711129918,-0.0011530060334301194,-0.0007354091450933734,-0.0004358970245056123,-0.00022641146835268664,-8.581145472649257e-05]",damped_oscillator,40,2
certificate,True,,3,35,38,4434,15,0,0.04928873990196392,5.8986356690302995e-06,-14.917771560839133,-14.670736742389773,0.9911963694642585,0.0,"[-0.9911963694642585,-0.988584845085575,-0.9843119731302005,-0.976663423804443,-0.9608324048188059,-0.9180264301486648,-0.7070465571435088,0.168784788164401,0.6439799263417264,0.753008906935431,0.773595059840327,0.7583404248174431,0.715711567179032,0.6452249173118606,0.5490558416429404,0.4386198727557581,0.3306291053870075,0.23744987290898456,0.16367438082635744,0.10855014168290947,0.06905225292697897,0.04171120873935371,0.023399939478678536,0.01157198217465255,0.004264559921076331,1.8543076278849504e-05,-0.0022202380024711433,-0.0031936684045080314,-0.00341001365079434,-0.0032072370480078984,-0.0028021856960979926,-0.0023277321983269325,-0.0018601185846163918,-0.0014385992490824294,-0.00107920260581999,-0.0007841173521671012,-0.0005479060725441041,-0.000361480079958024,-0.00021454456982673224,-9.704387953638123e-05]",damped_oscillator,40,3
