method,converged,failure,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_preconditioned_relative_residual,maximum_original_relative_residual,final_scaled_gradient,quadratic_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index,relative_objective_gap_to_direct,relative_solution_distance_to_direct
certificate,True,,31,34,5058,6,1,0.04555423635679224,0.06878602352255339,1.2961113939777483e-07,-92.80284546569641,0.9960728635156406,0.0,"[-0.9960728635156406,-0.9948849390216744,-0.9930908340197391,-0.9902097825487777,-0.985168358143428,-0.9751112554565263,-0.9498260273075836,-0.8392001657337733,0.25692441807487565,0.7897338040467251,0.8546632131283409,0.8652780109323323,0.8550205670707826,0.8270980293411826,0.776579845225106,0.6946084478753775,0.5768576818862118,0.437892042294094,0.30667177581810173,0.20238481140592315,0.1277609949820072,0.07750548871976926,0.04497024742378839,0.024575766228628868,0.012210412845586327,0.005013030174686219,0.0010499584958577504,-0.0009452315349668059,-0.0017869527699286574,-0.001992358430501797,-0.0018732350526565835,-0.0016091264715607145,-0.001319778862736056,-0.0010193310484837201,-0.0007885705765545629,-0.0005773601290679694,-0.00041107537489717846,-0.00028125389722952096,-0.00017434745157869085,-8.688004875422719e-05]",double_integrator,40,0,1.0778229590646282e-08,4.90791994336708e-06
cost_gated_certificate,True,,31,34,5058,6,1,0.04555423635679224,0.06878602352255339,1.2961113939777483e-07,-92.80284546569641,0.9960728635156406,0.0,"[-0.9960728635156406,-0.9948849390216744,-0.9930908340197391,-0.9902097825487777,-0.985168358143428,-0.9751112554565263,-0.9498260273075836,-0.8392001657337733,0.25692441807487565,0.7897338040467251,0.8546632131283409,0.8652780109323323,0.8550205670707826,0.8270980293411826,0.776579845225106,0.6946084478753775,0.5768576818862118,0.437892042294094,0.30667177581810173,0.20238481140592315,0.1277609949820072,0.07750548871976926,0.04497024742378839,0.024575766228628868,0.012210412845586327,0.005013030174686219,0.0010499584958577504,-0.0009452315349668059,-0.0017869527699286574,-0.001992358430501797,-0.0018732350526565835,-0.0016091264715607145,-0.001319778862736056,-0.0010193310484837201,-0.0007885705765545629,-0.0005773601290679694,-0.00041107537489717846,-0.00028125389722952096,-0.00017434745157869085,-8.688004875422719e-05]",double_integrator,40,0,1.0778229590646282e-08,4.90791994336708e-06
interval_chebyshev,True,,31,34,14004,0,1,0.04975833875852171,0.06878602352255339,1.29663819150483e-07,-92.80284546589323,0.99607286352297,0.0,"[-0.99607286352297,-0.9948849389712473,-0.9930908340183757,-0.9902097826157532,-0.985168358262909,-0.975111255533687,-0.9498260274920577,-0.8392001664075605,0.2569244188194926,0.7897338035948039,0.8546632135372536,0.8652780109012392,0.8550205670663912,0.8270980293991647,0.7765798455232609,0.6946084479024393,0.5768576819234269,0.43789204234401735,0.3066717758421989,0.20238481145226148,0.12776099501878316,0.0775054886931644,0.04497024738585396,0.024575766207584414,0.012210412954251376,0.005013030658572049,0.0010499588772923864,-0.0009452322479154585,-0.001786953157770617,-0.001992358492225137,-0.001873235149931244,-0.0016091269990681036,-0.001319777969116941,-0.0010193313030609607,-0.0007885691294595763,-0.0005773607148905532,-0.0004110754626727282,-0.0002812538604118323,-0.00017434666975918236,-8.68805404827868e-05]",double_integrator,40,0,1.0780350434451656e-08,4.907799850198316e-06
cg,True,,36,39,450,0,2,0.04924004519547052,0.3280391575128837,2.0153747239520392e-08,-92.80284493165448,0.9960728578080397,0.0,"[-0.9960728578080397,-0.9948849298856296,-0.9930908295228683,-0.9902096689348545,-0.985167885462855,-0.9751109001120413,-0.9498243255382373,-0.8391971571088758,0.25690909413879687,0.7897360563308229,0.8546654937132766,0.8652816351757908,0.855023669904498,0.8270986084191339,0.7765762251673243,0.6946169413349129,0.5768497221769193,0.437890922236588,0.3066719583113386,0.20238675039387083,0.12776143132432524,0.07750645018112447,0.044971012299605234,0.024568854218937793,0.012207479220061943,0.005023167646810704,0.0010540048009404254,-0.0009449016739339233,-0.0017865821039714722,-0.0019954832118117094,-0.0018779620598932032,-0.0016074922666319197,-0.001325415224317887,-0.00102514115572777,-0.000779752147722843,-0.0005754342465050655,-0.0004117522815421046,-0.0002814895280754069,-0.00017598281203390494,-8.58945046445011e-05]",double_integrator,40,0,5.023643793693961e-09,7.060611327393212e-06
direct,True,,36,39,0,0,0,0.0,0.0,6.926050164966624e-08,-92.80284446544604,0.9960728785161875,0.0,"[-0.9960728785161875,-0.9948849332135863,-0.9930908347188451,-0.9902096801902613,-0.9851679034864471,-0.9751109546310112,-0.9498243922589366,-0.8391972531026798,0.25691610450601315,0.7897356717927224,0.8546628546647475,0.865277739443735,0.8550205120488602,0.8270980366763003,0.7765789020766799,0.6946088486679756,0.5768580971561885,0.4378923901201905,0.3066722893735376,0.20238520084722023,0.12776152741110738,0.07750638663800136,0.04497116746693488,0.02457670058561087,0.012211037438565562,0.005011912939134915,0.001050058085379233,-0.0009441691509536867,-0.0017877140474190528,-0.0019935044068564423,-0.001874320186832742,-0.0016138894875080956,-0.0013146540801349633,-0.0010292504476577507,-0.0007808204572718241,-0.0005757870683723268,-0.0004116306138489298,-0.00028140046530835934,-0.0001761247424013955,-8.587918220958522e-05]",double_integrator,40,0,0.0,0.0
certificate,True,,35,38,14935,11,0,0.04983456919426628,0.04983846673341135,2.362294857395066e-06,-325.57553531583955,0.9978001193286987,0.0,"[-0.9978001193286987,-0.9973218013229098,-0.9966722169285696,-0.995761826357253,-0.9944345340134036,-0.9924032415706309,-0.9890793796460658,-0.9830999913806036,-0.9706148210700398,-0.9362085405263326,-0.7366474694657625,0.5167739339909432,0.8116039098694714,0.8558795025819611,0.8601190250272741,0.8448442587758748,0.8105221767694736,0.7509290186375259,0.6576215406868546,0.5313742082538611,0.3932200844101041,0.27060774974139806,0.1767079519092918,0.1107837304779606,0.06681245690762293,0.03850700665910531,0.020846633235589405,0.010197109970400423,0.004023311211371919,0.0006685588360541126,-0.0010226873707831338,-0.001690274119821751,-0.00182334098170853,-0.0017225684472777694,-0.0014478529052098803,-0.0011603565004235723,-0.0009185363244082731,-0.0006672342505933862,-0.0003911971050091828,-0.00021515282043569988]",double_integrator,40,1,2.1432034146743595e-08,3.451492916403911e-05
cost_gated_certificate,True,,35,38,14935,11,0,0.04983456919426628,0.04983846673341135,2.362294857395066e-06,-325.57553531583955,0.9978001193286987,0.0,"[-0.9978001193286987,-0.9973218013229098,-0.9966722169285696,-0.995761826357253,-0.9944345340134036,-0.9924032415706309,-0.9890793796460658,-0.9830999913806036,-0.9706148210700398,-0.9362085405263326,-0.7366474694657625,0.5167739339909432,0.8116039098694714,0.8558795025819611,0.8601190250272741,0.8448442587758748,0.8105221767694736,0.7509290186375259,0.6576215406868546,0.5313742082538611,0.3932200844101041,0.27060774974139806,0.1767079519092918,0.1107837304779606,0.06681245690762293,0.03850700665910531,0.020846633235589405,0.010197109970400423,0.004023311211371919,0.0006685588360541126,-0.0010226873707831338,-0.001690274119821751,-0.00182334098170853,-0.0017225684472777694,-0.0014478529052098803,-0.0011603565004235723,-0.0009185363244082731,-0.0006672342505933862,-0.0003911971050091828,-0.00021515282043569988]",double_integrator,40,1,2.1432034146743595e-08,3.451492916403911e-05
interval_chebyshev,True,,36,39,47939,0,0,0.04983456919426628,0.04983846673341135,1.8797437400844363e-06,-325.57552966633807,0.9978000441747271,0.0,"[-0.9978000441747271,-0.9973217534188432,-0.996672235049571,-0.9957617335275226,-0.9944349644354861,-0.9924034581233125,-0.9890789611347347,-0.9830983838936618,-0.9706152105008536,-0.9362136238924371,-0.7366366225353252,0.5168650792440624,0.8115389682612992,0.8558853699980418,0.8601017028941346,0.8448094363467666,0.8105194769810842,0.7509172737975861,0.657608188560581,0.5313753676379408,0.3932275946270423,0.2706193617057584,0.17671830377093897,0.1107892943909469,0.06681795876244184,0.03851386429852347,0.020851015865481128,0.010191178954135401,0.004021383000678695,0.0006545602151095948,-0.0010154154953390564,-0.0016982322474380488,-0.001838678347988831,-0.0017062043569683108,-0.0014561768656794706,-0.0011748470124420553,-0.0009053585538657091,-0.0006589501630850824,-0.00043571187649628064,-0.0002241735524656863]",double_integrator,40,1,4.079681212006644e-09,4.0284619152878905e-07
cg,True,,38,41,521,0,3,0.049986925305128514,0.15893501592439985,1.974284187941984e-08,-325.5755272815884,0.9977997170059351,0.0,"[-0.9977997170059351,-0.997321747673905,-0.9966722260780677,-0.9957617115875451,-0.9944349953647813,-0.9924034648254925,-0.9890789203416775,-0.9830983944537697,-0.9706151839698509,-0.9362120846240481,-0.7366287591843853,0.5168604063750709,0.811528747720672,0.8558878184113623,0.8601019384506832,0.8448113698290349,0.8105134268613894,0.7509209185735162,0.6576111904381622,0.5313772588985594,0.39322921471126643,0.2706171832217391,0.17671293551706127,0.110792416068084,0.06682059820795376,0.03851095738855321,0.020853869949237252,0.010188113640326537,0.004014348122519972,0.0006537644381666638,-0.0009965926364414507,-0.001693771773425657,-0.0018490678425987666,-0.0017120883710574392,-0.001455916825686037,-0.0011742460961783596,-0.0009067427830437045,-0.0006571786396134844,-0.0004359761423508487,-0.00022359463016523176]",double_integrator,40,1,3.245039076105067e-09,7.670601776357707e-06
direct,True,,31,34,0,0,1,0.0,0.0,6.5715845938426544e-09,-325.5755283380937,0.9977997168889514,0.0,"[-0.9977997168889514,-0.9973217474198581,-0.9966722262746651,-0.9957617115881219,-0.9944349956142801,-0.992403469539515,-0.9890789704028807,-0.9830984113091352,-0.970615305055511,-0.936214403832669,-0.7366365287278641,0.5168655593202645,0.811539166037559,0.8558852699597828,0.8601017524843312,0.8448094701945583,0.8105194778981831,0.7509172772952444,0.6576082086562696,0.5313753791987277,0.39322758750257814,0.2706193424695256,0.17671827709087082,0.1107892886340769,0.06681800403186383,0.038513909679982035,0.020851003199271016,0.01019112825486319,0.0040213177575235265,0.0006547656339229094,-0.0010151844150051998,-0.0016984107741616528,-0.0018389338225763352,-0.0017060272276987656,-0.0014563418417330725,-0.0011754134628805897,-0.0009047542964227254,-0.0006589944929285875,-0.00043621457768511473,-0.000223621532560332]",double_integrator,40,1,0.0,0.0
certificate,True,,37,40,41997,6,0,0.04914472085966123,0.070369531614113,3.6381234961114795e-07,-577.709094829102,0.9983231890629788,0.0,"[-0.9983231890629788,-0.998026280461338,-0.9976408942803762,-0.9971301293297882,-0.9964352643205913,-0.9954603069055078,-0.9940374264457218,-0.9918555250432629,-0.9882781172724782,-0.981826784300499,-0.9683288057195255,-0.9310989110906618,-0.7214406648387756,0.4574715315275895,0.7819598861587643,0.8326628832319753,0.8364447682561197,0.8171251309994774,0.7754247685749225,0.7054696356131537,0.6026052725412913,0.4752862768597576,0.347040129767293,0.2387285551751562,0.157293390594865,0.10014106421933286,0.061700464954689394,0.03662683470239024,0.020711199057328506,0.010891543130396336,0.005038537912955533,0.0017186868142392414,-4.7303522252218736e-05,-0.0008964035837241864,-0.0011909077673269133,-0.0012015299468266128,-0.0010750156396546993,-0.0008569145762032115,-0.0006008872597992989,-0.00033166582742611187]",double_integrator,40,2,1.2432118269182888e-09,4.8988749960166e-06
cost_gated_certificate,True,,37,40,41997,6,0,0.04914472085966123,0.070369531614113,3.6381234961114795e-07,-577.709094829102,0.9983231890629788,0.0,"[-0.9983231890629788,-0.998026280461338,-0.9976408942803762,-0.9971301293297882,-0.9964352643205913,-0.9954603069055078,-0.9940374264457218,-0.9918555250432629,-0.9882781172724782,-0.981826784300499,-0.9683288057195255,-0.9310989110906618,-0.7214406648387756,0.4574715315275895,0.7819598861587643,0.8326628832319753,0.8364447682561197,0.8171251309994774,0.7754247685749225,0.7054696356131537,0.6026052725412913,0.4752862768597576,0.347040129767293,0.2387285551751562,0.157293390594865,0.10014106421933286,0.061700464954689394,0.03662683470239024,0.020711199057328506,0.010891543130396336,0.005038537912955533,0.0017186868142392414,-4.7303522252218736e-05,-0.0008964035837241864,-0.0011909077673269133,-0.0012015299468266128,-0.0010750156396546993,-0.0008569145762032115,-0.0006008872597992989,-0.00033166582742611187]",double_integrator,40,2,1.2432118269182888e-09,4.8988749960166e-06
interval_chebyshev,True,,37,40,46039,0,0,0.0497374914805068,0.070369531614113,8.151331001606108e-07,-577.7090949543107,0.9983231734816513,0.0,"[-0.9983231734816513,-0.9980262103530866,-0.9976408803900741,-0.9971303852811915,-0.9964352794503566,-0.9954601087407574,-0.9940373556628518,-0.991855436670931,-0.988277863218469,-0.9818271498382289,-0.9683295204983531,-0.9310988909081538,-0.7214449924167007,0.45746860012868906,0.7819613654313428,0.8326604822339778,0.8364451158037027,0.817125690797442,0.7754251540704081,0.7054701987431485,0.6026062290255195,0.47528740892367083,0.3470411735510876,0.23872955524155898,0.15729469553068184,0.10014262387825275,0.06170139367719673,0.03662674636970601,0.020710286870390313,0.01089391171804979,0.005045472079141389,0.0017178318571786893,-5.190890870612974e-05,-0.0008899824721959915,-0.0011914598233908529,-0.001201978847538969,-0.0010653221379969794,-0.000856872315607447,-0.0006114709036444207,-0.0003332868223742467]",double_integrator,40,2,1.4599448832965836e-09,3.66881599269371e-07
cg,True,,42,45,590,0,2,0.04860425762302265,0.1174024245471832,1.577464817370887e-08,-577.709093072878,0.9983231755674588,0.0,"[-0.9983231755674588,-0.9980262153213816,-0.9976408900668867,-0.9971300554472209,-0.9964352253534896,-0.9954601222062489,-0.9940374245475488,-0.9918554401538476,-0.9882778725295577,-0.9818272220459997,-0.9683296928631066,-0.9310987245395681,-0.7214203805423443,0.45743663540237756,0.781962475297885,0.8326696435818882,0.836447615163141,0.8171215781468708,0.7754198267434274,0.7054669802310493,0.6026010508869395,0.475293596439874,0.3470479266681664,0.23873697548335035,0.1572940419096878,0.10012840615933559,0.06170374137399506,0.0366339731891329,0.020691042481269035,0.010896234134170762,0.005067594967730685,0.0017375295354617694,-7.973729268058211e-05,-0.0009035327073962908,-0.0011705091865752645,-0.0012111057510885521,-0.001063025187625132,-0.0008572733078915844,-0.000611980604195981,-0.00033322197066969417]",double_integrator,40,2,1.7967680785582113e-09,1.7065841257303196e-05
direct,True,,31,34,0,0,1,0.0,0.0,5.4149751109656095e-09,-577.7090941108872,0.9983231751098777,0.0,"[-0.9983231751098777,-0.9980262147711009,-0.9976408891449166,-0.9971300566928408,-0.9964352244157004,-0.9954601204448121,-0.9940374230297352,-0.9918554564413175,-0.9882778666882797,-0.981827221091279,-0.9683297055991537,-0.9310997382598258,-0.7214448481454255,0.4574691690592786,0.7819615405283401,0.8326603737827372,0.8364451364402854,0.8171257078161879,0.7754251502561358,0.705470190073376,0.6026062219824224,0.47528739687975213,0.34704115026789545,0.2387295321078934,0.1572946967292005,0.1001426433461301,0.061701381500166914,0.036626694835660646,0.020710188377868838,0.010893996936199848,0.00504581749159556,0.0017177479904011013,-5.221477728405938e-05,-0.0008896336379849818,-0.0011915131319946142,-0.0012020821752428764,-0.0010647741364663498,-0.0008569252112944321,-0.0006120580513600282,-0.0003332490814509554]",double_integrator,40,2,0.0,0.0
certificate,True,,37,40,45477,8,0,0.048226468243126874,0.07536476828555942,1.90984724925184e-06,-704.0164545485032,0.9981297425814224,0.0,"[-0.9981297425814224,-0.9978238449920861,-0.9974304609393378,-0.9969128778380647,-0.9962189853541354,-0.9952596869626941,-0.9938898477867851,-0.9918400031535297,-0.9885976013596841,-0.9830463826321068,-0.972388117579188,-0.9476197570837344,-0.8629544588212589,-0.2685032603120876,0.5658030629561301,0.7351019817476071,0.7649448890850108,0.7510148853909174,0.7071865893836952,0.6340707357271012,0.5344565492734891,0.4210902023691382,0.31240859073564653,0.22131557298805465,0.1515093886884042,0.10094447572541669,0.06563830877947222,0.04163787258833649,0.0256784353646963,0.015304432871555761,0.008708542623081525,0.00461857222930298,0.0021783574283377135,0.0007810018513528342,3.165249090515084e-05,-0.0003322535314421453,-0.0004691400955737281,-0.0004478302928522374,-0.0003634360954012729,-0.00021066300042664164]",double_integrator,40,3,2.5371441813632824e-08,2.0581104585601903e-05
cost_gated_certificate,True,,37,40,45477,8,0,0.048226468243126874,0.07536476828555942,1.90984724925184e-06,-704.0164545485032,0.9981297425814224,0.0,"[-0.9981297425814224,-0.9978238449920861,-0.9974304609393378,-0.9969128778380647,-0.9962189853541354,-0.9952596869626941,-0.9938898477867851,-0.9918400031535297,-0.9885976013596841,-0.9830463826321068,-0.972388117579188,-0.9476197570837344,-0.8629544588212589,-0.2685032603120876,0.5658030629561301,0.7351019817476071,0.7649448890850108,0.7510148853909174,0.7071865893836952,0.6340707357271012,0.5344565492734891,0.4210902023691382,0.31240859073564653,0.22131557298805465,0.1515093886884042,0.10094447572541669,0.06563830877947222,0.04163787258833649,0.0256784353646963,0.015304432871555761,0.008708542623081525,0.00461857222930298,0.0021783574283377135,0.0007810018513528342,3.165249090515084e-05,-0.0003322535314421453,-0.0004691400955737281,-0.0004478302928522374,-0.0003634360954012729,-0.00021066300042664164]",double_integrator,40,3,2.5371441813632824e-08,2.0581104585601903e-05
interval_chebyshev,True,,36,39,52306,0,0,0.04967134498430497,0.07536476828555942,5.25249561429736e-06,-704.016463469826,0.9981300885439428,0.0,"[-0.9981300885439428,-0.997823700019715,-0.9974297437825201,-0.9969155930706404,-0.9962193460723499,-0.9952600977161715,-0.993889442400276,-0.9918400314890514,-0.9885975170067778,-0.9830468435456423,-0.972388368354892,-0.9476209784628306,-0.8629551994346412,-0.2685084510562826,0.5658003146884196,0.7351014069594566,0.7649450260546015,0.7510145872624132,0.7071866285454858,0.6340710463857236,0.5344569982286249,0.42109066761559744,0.3124091067644882,0.22131623148395024,0.1515099032143357,0.10094507894038657,0.06563861351232081,0.041636106484478776,0.02567993245803506,0.015304419003402889,0.008711786915817647,0.004623947987358633,0.00218086426841871,0.0007822230523178372,2.9677898050869757e-05,-0.00033291431035578287,-0.0004642065360264025,-0.0004530003281726172,-0.0003651072290897893,-0.0002138723647524187]",double_integrator,40,3,1.269940483229149e-08,2.0969620970580588e-05
cg,True,,38,41,566,0,3,0.04986912327680964,0.37992674906302554,4.6279521212759e-08,-704.0164537148186,0.9981297236494138,0.0,"[-0.9981297236494138,-0.9978236742720411,-0.9974298500312526,-0.9969131142093147,-0.9962191047322209,-0.9952603739546019,-0.9938891193404226,-0.9918399289942145,-0.9885972195366381,-0.9830473661584708,-0.9723878897528694,-0.947621310676362,-0.8629853412856814,-0.2684048445705017,0.5657106938205433,0.7350641326055528,0.764973663421334,0.7510344771237937,0.7071978541790129,0.6340745016634548,0.5344561304767315,0.42108516571078813,0.3124005804025762,0.2213032629583262,0.15148693630552762,0.10092960546530914,0.06566606217414424,0.041683882451565915,0.02572002958217569,0.015323016959178135,0.00869007317220666,0.004572655897724683,0.002176791944145498,0.0008227372617119165,-5.4161607482018626e-05,-0.00029199095367311064,-0.00044459766111156374,-0.00045738728440402503,-0.0003686462378845283,-0.00021844000966765966]",double_integrator,40,3,2.6555625299492142e-08,5.0858519806108537e-05
direct,True,,31,34,0,0,1,0.0,0.0,6.350320610259971e-07,-704.0164724104162,0.9981297347743665,0.0,"[-0.9981297347743665,-0.9978236889720852,-0.9974298716385476,-0.9969131414411635,-0.9962191576049646,-0.9952604662564283,-0.9938893008299544,-0.9918403344212875,-0.9885982801225393,-0.9830507741820924,-0.9724016802983689,-0.94767540861982,-0.8629533158716253,-0.2684510697904117,0.5658212215632782,0.7351092242092759,0.7649465307717707,0.7510148262321903,0.7071860500878914,0.6340695732023236,0.534454707318208,0.4210879680980076,0.3124066853517629,0.2213146786378077,0.151509219178814,0.10094469611177714,0.06563801758310905,0.041635917582474216,0.02568234838137399,0.015305823396857937,0.008710790955546615,0.0046290555313792505,0.00218417574595726,0.0007822191727641585,2.869910898015768e-05,-0.0003324004035798778,-0.00046216456815769357,-0.0004569808658576637,-0.00036878906399471644,-0.0002178711720182699]",double_integrator,40,3,0.0,0.0
certificate,True,,29,32,17347,5,1,0.04927483002445948,0.1895005813791705,3.743736829814006e-07,-629.4686756264766,0.9960924162460255,0.0,"[-0.9960924162460255,-0.9954029195606535,-0.994480107959194,-0.9932123964583384,-0.991415488907906,-0.9887641069511848,-0.9846459196756121,-0.9777677885242373,-0.9651144331873807,-0.9379473582435234,-0.8620317448160328,-0.5487513547171191,0.1125573384079647,0.43575472079327227,0.5238621830089645,0.5238094165371784,0.4808293741234009,0.4139618791440519,0.33727470918084373,0.26232247739242703,0.19652352750895732,0.14290323952931594,0.10142069667947567,0.07049639509950141,0.048071473697631026,0.0321814545751143,0.02114366261731206,0.013556287309172537,0.008499292699604468,0.005205240411328783,0.0030155959522803113,0.0016656482150430021,0.0009389766759589398,0.00018434561755299814,0.00022569163764510662,-8.831336976572446e-05,-0.00013567743847361197,-9.126252840611037e-05,-8.071201216839274e-05,-0.00010508127733862074]",double_integrator,40,4,2.1807403595701862e-09,7.583041836837255e-05
